Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
EXLS,"Exlservice Holdings",61.8,0.09,+0.15%,61.82,62.59,61.38,126759,09/10/20
EXP,"Eagle Materials Inc",81.37,0.58,+0.72%,80.96,82.06,80.83,306966,09/10/20
EXPD,"Expeditors Intl",88.61,-0.94,-1.05%,89.52,89.82,88.54,1095389,09/10/20
EXPE,"Expedia Group Inc",97.24,-1.99,-2.01%,99.08,101.19,97.15,2210084,09/10/20
EXPI,"Exp Realty International",43.16,-0.74,-1.69%,44.93,46,42.51,960594,09/10/20
EXPO,"Exponent Inc",76.95,0.21,+0.27%,77.11,77.79,76.26,333578,09/10/20
EXPR,"Express Inc",0.8998,-0.0188,-2.05%,0.9119,0.9258,0.88,1739412,09/10/20
EXR,"Extra Space Storage Inc",109.88,-0.94,-0.85%,110.42,110.71,109.31,449745,09/10/20
EXTN,"Exterran Corp",4.24,-0.38,-8.23%,4.59,4.6,4.19,280118,09/10/20
EXTR,"Extreme Networks",3.86,-0.03,-0.77%,3.9,3.96,3.85,993224,09/10/20
EYE,"National Vision Holdings Inc",38.27,-0.03,-0.08%,38.87,39.79,38.24,1161773,09/10/20
EZPW,"Ezcorp Inc",5.33,-0.03,-0.56%,5.38,5.45,5.27,228403,09/10/20
F,"Ford Motor Company",6.91,-0.06,-0.86%,6.99,7.03,6.87,68965508,09/10/20
FAF,"First American Corp",52.3,-0.54,-1.02%,52.89,53.61,52.1,400716,09/10/20
FANG,"Diamondback Energy",30.08,-2.11,-6.54%,32.23,32.23,30.08,2841644,09/10/20
FARM,"Farmer Brothers",6.15,0.2,+3.36%,5.99,6.19,5.73,196524,09/10/20
FARO,"Faro Tech Inc",55.41,-1.29,-2.28%,57.14,57.14,55.41,54455,09/10/20
FAST,"Fastenal Company",43.96,-1.27,-2.81%,45.19,45.35,43.71,3611316,09/10/20
FATE,"Fate Therapeutics",31.74,0.45,+1.44%,31.45,32.69,31.36,1136134,09/10/20
FB,"Facebook Inc",268.09,-5.63,-2.06%,275.51,279.16,267.03,24218996,09/10/20
FBC,"Flagstar Bancorp",30.69,-0.69,-2.20%,31.65,31.73,30.67,367786,09/10/20
FBHS,"Fortune Brands Home & Security",81.95,-0.6,-0.73%,84.38,84.5,81.71,1273662,09/10/20
FBIZ,"First Business Finan",15.24,0.01,+0.07%,15.42,15.43,15.24,4940,09/10/20
FBK,"Fb Financial Corp",26.58,-0.7,-2.57%,27.34,27.51,26.54,123508,09/10/20
FBM,"Foundation Building Materials Inc",15.66,-0.1,-0.63%,15.86,15.96,15.5,165333,09/10/20
FBMS,"First Bancshs [Ms]",21.96,-0.02,-0.09%,22.17,22.25,21.77,57905,09/10/20
FBNC,"First Bancorp [Nc]",20.43,-0.14,-0.68%,20.65,20.91,20.3,180954,09/10/20
FBP,"First Bancorp",5.62,-0.09,-1.58%,5.72,5.77,5.6,1144397,09/10/20
FC,"Franklin Covey Company",18.58,-0.55,-2.88%,19.16,19.31,18.39,221343,09/10/20
FCAP,"First Capital Inc",59.41,-0.86,-1.43%,59.95,61.99,59.41,1111,09/10/20
FCBC,"First Community Bksh",19.03,0.19,+1.01%,19.03,19.17,18.9,38631,09/10/20
FCBP,"First Choice Bancorp",14.25,0,0.00%,14.35,14.36,14.25,4522,09/10/20
FCCY,"1st Constitution Bcp",11.88,0.02,+0.17%,12.41,12.41,11.86,4192,09/10/20
FCEL,"Fuelcell Energy Inc",2.17,-0.46,-17.49%,2.5,2.5,2.13,39027813,09/10/20
FCF,"First Commonwealth Financial Corp",7.76,-0.06,-0.77%,7.81,7.89,7.7,575672,09/10/20
FCFS,"First Cash Fin Svcs",60.7,-1.98,-3.16%,63.14,63.17,60.66,304026,09/10/20
FCN,"Fti Consulting",108.94,-2.73,-2.44%,111.6,111.85,108.41,359429,09/10/20
FCNCA,"First Citizens Bancs",365.23,-6.82,-1.83%,373.08,375.82,365.23,22481,09/10/20
FCPT,"Four Corners Property Trust IN",26.28,-0.13,-0.49%,26.32,26.57,26.06,418104,09/10/20
FCX,"Freeport-Mcmoran Inc",15.77,-0.37,-2.29%,16.21,16.41,15.69,20749086,09/10/20
FDBC,"Fidelity D & D Bancorp Inc",46.06,0.04,+0.09%,47.5,47.5,45.78,3045,09/10/20
FDP,"Fresh Del Monte Produce",24.02,0.02,+0.08%,24.11,24.49,23.98,166658,09/10/20
FDS,"Factset Research Systems Inc",325.05,-7.62,-2.29%,333.19,334.11,323.24,173114,09/10/20
FDX,"Fedex Corp",224.44,-1.31,-0.58%,229.49,229.49,222.89,2412459,09/10/20
FE,"Firstenergy Corp",29.05,-0.09,-0.31%,29.1,29.45,28.68,4398230,09/10/20
FELE,"Franklin Electric Company",57.84,-1.28,-2.17%,59.25,60.28,57.77,113710,09/10/20
FEYE,"Fireeye Inc",12.69,-0.23,-1.78%,13,13.24,12.63,2832823,09/10/20
FF,"Futurefuel Corp",11.26,-0.3,-2.60%,11.65,11.65,11.05,261138,09/10/20
FFBC,"First Finl Bncp [Oh]",13,-0.24,-1.85%,13.32,13.33,12.91,405248,09/10/20
FFG,"Fbl Financial Group",49.85,-0.4,-0.80%,50.25,50.85,49.85,188466,09/10/20
FFIC,"Flushing Finl Corp",11.79,-0.44,-3.60%,12.1,12.26,11.73,140235,09/10/20
FFIN,"First Finl Bkshs Inc",29.2,-0.33,-1.12%,29.81,29.81,29.05,306895,09/10/20
FFIV,"F5 Networks Inc",120.04,-3.26,-2.64%,123.52,124.37,119.83,446202,09/10/20
FFWM,"First Foundation",14.87,-0.05,-0.34%,15,15.06,14.81,183234,09/10/20
FGBI,"First Gurty Banc",14.34,0.32,+2.28%,14.16,14.34,13.83,3081,09/10/20
FGEN,"Fibrogen Inc CS",42,-0.61,-1.43%,42.75,43.04,41.76,892711,09/10/20
FHB,"First Hawaiian Inc",15.55,-0.3,-1.89%,15.93,16,15.31,1912036,09/10/20
FHI,"Federated Investors",22.28,-0.81,-3.51%,23.15,23.31,22.25,552970,09/10/20
FHN,"First Horizon National Corp",9.15,-0.35,-3.68%,9.43,9.53,9.14,5290777,09/10/20
FI,"Frank's International N.V.",2.04,-0.16,-7.27%,2.2,2.21,2.02,517817,09/10/20
FIBK,"First Interstate Ban",31.48,-0.46,-1.44%,31.93,32.04,31.42,247837,09/10/20
FICO,"Fair Isaac and Company Inc",413.37,-6.33,-1.51%,423.33,427.99,413.06,206718,09/10/20
FIS,"Fidelity National Information Services",145.86,-2.64,-1.78%,149.06,150.54,145.19,2205961,09/10/20
FISI,"Financial Institut",16.73,-0.48,-2.79%,17.1,17.3,16.67,97084,09/10/20
FISV,"Fiserv Inc",95,-1.43,-1.48%,96.82,98.77,94.48,4106753,09/10/20
FIT,"Fitbit Inc",6.28,-0.07,-1.10%,6.36,6.36,6.26,2715385,09/10/20
FITB,"Fifth Third Bncp",20.63,-0.49,-2.32%,21.29,21.7,20.59,4982779,09/10/20
FIVE,"Five Below Inc",128.25,2.97,+2.37%,126.4,129.67,126.25,1277892,09/10/20
FIVN,"Five9 Inc",119.33,2.02,+1.72%,117.35,122.97,117.03,921963,09/10/20
FIX,"Comfort Systems USA",50.86,0.98,+1.96%,50,51.06,49.57,318660,09/10/20
FIXX,"Homology Medicines Inc",10.12,-0.13,-1.27%,10.4,10.7,10.09,296772,09/10/20
FIZZ,"Natl Beverage Cp",77.9,-3.6,-4.42%,76.98,80.04,75.01,621045,09/10/20
FL,"Footlocker Inc",33.13,-0.53,-1.57%,34,34.24,32.99,2632883,09/10/20
FLDM,"Fluidigm Corp",6.42,0.18,+2.88%,6.23,6.92,6.2,3173032,09/10/20
FLGT,"Fulgent Genetics Inc",29.86,0.54,+1.84%,29.4,31.57,29.4,756342,09/10/20
FLIC,"First of Long Isla",14.72,0,0.00%,14.8,14.98,14.62,125061,09/10/20
FLIR,"Flir Systems Inc",33.55,-0.31,-0.92%,34.14,34.14,33.39,1720607,09/10/20
FLMN,"Falcon Minerals Corp Cl A",2.56,-0.16,-5.88%,2.77,2.77,2.55,135671,09/10/20
FLNT,"Fluent Inc",3.29,0.12,+3.79%,3.19,3.43,3.1,321384,09/10/20
FLO,"Flowers Foods",23.48,-0.25,-1.05%,23.63,23.82,23.47,426146,09/10/20
FLOW,"SPX Flow Inc",43.61,-0.39,-0.89%,44.14,44.14,43.07,144355,09/10/20
FLR,"Fluor Corp",8.91,-0.52,-5.51%,9.45,9.51,8.61,3954499,09/10/20
FLS,"Flowserve Corp",27.88,-0.69,-2.42%,28.58,28.78,27.77,880506,09/10/20
FLT,"Fleetcor Technologies",233.21,-1.75,-0.74%,236.48,239.63,232.4,498545,09/10/20
FLWS,1-800-Flowers.com,23.53,-1.01,-4.12%,24.47,25.31,23.46,674160,09/10/20
FLXN,"Flexion Therapeutics",12.03,-0.44,-3.53%,12.54,12.75,12.01,444427,09/10/20
FMAO,"Farmers & Merch Banc",20.9,0.12,+0.58%,20.9,20.91,20.9,3737,09/10/20
FMBH,"First Mid Ill Bncshr",25.75,-0.11,-0.43%,25.72,26.11,25.44,29329,09/10/20
FMBI,"First Midwest Bncp",11.82,-0.22,-1.83%,12.15,12.15,11.82,731084,09/10/20
FMC,"FMC Corp",107.76,-0.15,-0.14%,108.07,108.68,106.79,482297,09/10/20
FMNB,"Farmers Natl Banc Cp",11.06,-0.3,-2.68%,11.36,11.36,11.03,57194,09/10/20
FN,Fabrinet,59.53,-3.06,-4.89%,63,63.56,59.25,335811,09/10/20
FNB,"F.N.B. Corp",6.99,-0.16,-2.24%,7.17,7.2,6.97,2554809,09/10/20
FND,"Floor & Decor Holdings Inc",72.11,0.11,+0.15%,72.73,74.19,71.65,920324,09/10/20
FNF,"Fidelity National Financial",33.02,-0.55,-1.64%,33.56,34.33,33.01,1779965,09/10/20
FNHC,"Federated Natl Hld",8.15,0.07,+0.87%,8.13,8.18,8.01,26512,09/10/20
FNKO,"Funko Inc Cl A",6.3,0.11,+1.78%,6.24,6.42,6.23,432535,09/10/20
FNLC,"First Bancorp Inc",20.15,-0.11,-0.54%,21.1,21.91,20.15,9418,09/10/20
FNWB,"First Nw Banc",11.93,0.07,+0.59%,11.95,12.14,11.5,23105,09/10/20
FOCS,"Focus Financial Partners Inc Cl A",31.09,-0.7,-2.20%,32,32.41,30.9,790523,09/10/20
FOE,"Ferro Corp",12.44,-0.25,-1.97%,12.84,12.85,12.36,285004,09/10/20
FOLD,"Amicus Therapeutics",13.31,-0.64,-4.59%,13.93,14.1,13.28,3263930,09/10/20
FOR,"Forestar Group Inc",18,-0.01,-0.06%,18.08,18.31,17.88,75545,09/10/20
FORM,"Formfactor Inc",22.53,-0.82,-3.51%,23.6,23.92,22.5,503389,09/10/20
FORR,"Forrester Resrch",34.34,-0.79,-2.25%,35.27,35.27,34.15,29515,09/10/20
FOSL,"Fossil Group",6.99,-0.08,-1.13%,7.05,7.32,6.97,771924,09/10/20
FOX,"Fox Corp Cl B",28.15,-0.14,-0.49%,28.37,28.79,27.95,1913701,09/10/20
FOXA,"Fox Corp Cl A",28.19,-0.01,-0.04%,28.27,28.75,28.01,4208962,09/10/20
FOXF,"Fox Factory Cp",79.3,-2.69,-3.28%,82.6,83.01,78.92,473194,09/10/20
FPI,"Farmland Partners Inc",6.59,0.01,+0.15%,6.58,6.67,6.55,164754,09/10/20
FPRX,"Five Prime Thera",3.92,0.04,+1.03%,3.82,4.05,3.82,157514,09/10/20
FR,"First Industrial Realty Trust",40.52,-0.61,-1.48%,41.09,41.16,40.48,883935,09/10/20
FRAF,"Franklin Finl Svcs Corp",24.13,0.27,+1.13%,24.16,24.17,23.87,1604,09/10/20
FRBA,"First Bank",6.73,-0.17,-2.46%,6.87,6.87,6.73,7534,09/10/20
FRBK,"Republic First Bcp",2.08,0.02,+0.97%,2.07,2.1,2.05,49723,09/10/20
FRC,"First Republic Bank",107.5,-1.99,-1.82%,109.68,110.59,107.05,872374,09/10/20
FREQ,"Frequency Therapeutics Inc",18.63,-0.07,-0.37%,18.57,19.55,18.57,121785,09/10/20
FRG,"Franchise Group Inc",26.13,0.5,+1.95%,25.92,27.18,25.92,288906,09/10/20
FRGI,"Fiesta Restaurant Gp",12.9,0.35,+2.79%,12.69,13.46,12.69,378140,09/10/20
FRME,"First Merchants Corp",24.55,-0.12,-0.49%,24.76,24.85,24.55,399666,09/10/20
FRO,"Frontline Ltd",7.35,-0.49,-6.25%,7.27,7.38,7.2,3388733,09/10/20
FRPH,"Frp Holdings Inc",41.01,-0.41,-0.99%,41.5,41.5,41.01,9816,09/10/20
FRPT,"Freshpet Inc CS",107.64,-2.56,-2.32%,111.05,112.02,106.98,322372,09/10/20
FRT,"Federal Realty Investment Trust",78.03,-1.36,-1.71%,78.96,79.82,78,585905,09/10/20
FRTA,"Forterra Inc",14.15,0.23,+1.65%,13.96,14.41,13.93,225771,09/10/20
FSBW,"FS Bancorp Inc",40.03,0.63,+1.60%,39.8,40.63,39.25,11269,09/10/20
FSLR,"First Solar Inc",69.89,-1.81,-2.52%,72.39,73.01,69.53,860224,09/10/20
FSLY,"Fastly Inc",82.6,-1.77,-2.10%,84.48,87.22,82.12,4560463,09/10/20
FSP,"Franklin Street Properties",4.5,-0.11,-2.39%,4.61,4.63,4.5,327896,09/10/20
FSS,"Federal Signal Corp",31.09,-0.09,-0.29%,31.18,31.55,31.09,359562,09/10/20
FSTR,"Foster L B Company",14.43,-0.42,-2.83%,14.85,14.85,14.08,27068,09/10/20
FTDR,"Frontdoor Inc",40.72,-0.58,-1.40%,41.31,41.97,40.61,663052,09/10/20
FTNT,"Fortinet Inc",116.76,-0.35,-0.30%,117.76,120.59,116.3,1360692,09/10/20
FTV,"Fortive Corp",76.45,0.79,+1.04%,76.2,77.31,75.99,4934607,09/10/20
FUL,"H. B. Fuller Company",48.86,-0.23,-0.47%,49.34,49.77,48.82,311638,09/10/20
FULC,"Fulcrum Therapeutics Inc",7.75,-0.44,-5.31%,8.2,8.37,7.61,200169,09/10/20
FULT,"Fulton Financial Cor",9.52,-0.17,-1.75%,9.78,9.8,9.49,1335949,09/10/20
FVCB,"Fvcbankcorp Inc",10.42,-0.03,-0.29%,10.56,10.56,10.4,6638,09/10/20
FWONA,"Liberty Media F1 Series A",33.88,-0.36,-1.05%,34.53,35.11,33.8,166804,09/10/20
FWONK,"Liberty Media F1 Series K",36.69,-0.41,-1.11%,37.13,38.08,36.63,614313,09/10/20
FWRD,"Foward Air Corp",58.09,-0.23,-0.39%,58.32,58.7,57.91,155696,09/10/20
G,"Genpact Ltd",38.47,-0.36,-0.93%,39.07,39.42,38.39,649657,09/10/20
GABC,"German Amer Bncp Inc",28.72,0.1,+0.35%,28.76,29,28.52,57262,09/10/20
GAIA,"Gaiam Inc",11.38,-0.13,-1.13%,11.57,11.73,11.24,55537,09/10/20
GALT,"Galectin Therapeutic",2.92,0.09,+3.18%,2.91,2.95,2.85,148312,09/10/20
GATX,"GATX Corp",62.64,-1.16,-1.82%,63.74,64.4,62.33,278694,09/10/20
GBCI,"Glacier Bancorp Inc",33.76,-0.57,-1.66%,34.57,35.56,33.69,312857,09/10/20
GBL,"Gamco Investors",12.54,-0.34,-2.64%,12.89,12.9,12.45,11442,09/10/20
GBT,"Global Blood Ther",53.29,-4.47,-7.74%,57.5,57.76,52.87,2594207,09/10/20
GBX,"Greenbrier Companies",27.5,-0.44,-1.57%,28.19,28.41,27.4,204467,09/10/20
GCBC,"Greene County Bncp",22.15,0.3,+1.37%,21.86,22.25,21.86,3050,09/10/20
GCI,"Gannett Co. Inc.",1.7,-0.02,-1.16%,1.72,1.78,1.68,1137703,09/10/20
GCO,"Genesco Inc",20.84,0.31,+1.51%,20.82,21.7,20.69,393607,09/10/20
GCP,"Gcp Applied Technologies Inc C",23.99,-0.69,-2.80%,24.6,24.63,23.96,234992,09/10/20
GD,"General Dynamics Corp",142.58,-3.59,-2.46%,146.6,147.75,142.41,1395858,09/10/20
GDDY,"Godaddy Inc",76.01,-1.04,-1.35%,77.8,78.56,75.81,751920,09/10/20
GDEN,"Golden Entmt",12.73,-0.15,-1.16%,12.94,13.51,12.72,188866,09/10/20
GDOT,"Green Dot Corp",49.43,-1.08,-2.14%,50.57,51.65,49.21,310101,09/10/20
GDP,"Goodrich Petroleum Corp",7.6,-0.41,-5.12%,8.01,8.01,7.6,9298,09/10/20
GE,"General Electric Company",6,-0.16,-2.60%,6.17,6.2,6,96826133,09/10/20
GEF,"Greif Bros. Corp",34.95,-1.43,-3.93%,36.5,36.92,34.85,257517,09/10/20
GEF.B,"Greif Bros. Corp Cl B",39.24,-0.69,-1.73%,39.79,40.22,38.89,18888,09/10/20
GENC,"Gencor Industries IN",11.98,-0.11,-0.91%,12.14,12.14,11.83,12920,09/10/20
GEO,"Geo Group Inc",10.96,-0.21,-1.88%,11.18,11.18,10.94,842717,09/10/20
GERN,"Geron Corp",1.85,0,0.00%,1.87,1.945,1.85,1860597,09/10/20
GES,"Guess Inc",11.9,-0.37,-3.02%,12.48,12.61,11.88,1368029,09/10/20
GFF,"Griffon Corp",19.32,0.56,+2.99%,19.06,19.97,19,695053,09/10/20
GFN,"General Finance Corp",6.13,-0.09,-1.45%,6.49,6.52,6.13,31194,09/10/20
GGG,"Graco Inc",59.09,-0.04,-0.07%,59.13,59.56,58.78,628305,09/10/20
GH,"Guardant Health Inc",95.3,0.29,+0.31%,94.22,99.39,94.2,687358,09/10/20
GHC,"Graham Holdings Company",398.89,-8.47,-2.08%,405.86,408.45,398.89,36578,09/10/20
GHL,"Greenhill & Co. Inc",11.91,0.02,+0.17%,11.91,11.99,11.75,112934,09/10/20
GHM,"Graham Corp",13.84,-0.26,-1.84%,14.2,14.2,13.55,44568,09/10/20
GIII,"G-III Apparel Gp",14.1,0.86,+6.50%,13.06,14.29,13.06,2893663,09/10/20
GILD,"Gilead Sciences Inc",63.77,-0.74,-1.15%,64.69,65.04,63.55,8188892,09/10/20
GIS,"General Mills",58.49,-1.49,-2.48%,59.86,60.13,58.38,3398680,09/10/20
GKOS,"Glaukos Corp",47.92,-1.57,-3.17%,49.91,50.21,47.6,1094204,09/10/20
GL,"Globe Life Inc",80.07,-1.53,-1.87%,82.16,82.7,80.07,480306,09/10/20
GLDD,"Great Lakes Drg Dock",9.01,-0.07,-0.77%,9.12,9.17,8.89,443150,09/10/20
GLIBA,"Gci Liberty Inc Cl A",78.96,-1.2,-1.50%,79.88,81.38,78.93,297954,09/10/20
GLNG,"Golar Lng Ltd",11.13,-0.17,-1.50%,11.3,11.8,11.09,1640759,09/10/20
GLOB,"Globant S.A.",173.64,0.01,+0.01%,175.92,179.54,172.61,256142,09/10/20
GLPI,"Gaming & Leisure",37.92,0.16,+0.44%,37.8,38.51,37.7,1387952,09/10/20
GLRE,"Greenlight Cap. Re.",6.9,-0.09,-1.29%,6.99,7.17,6.9,89330,09/10/20
GLT,Glatfelter,13.81,-0.42,-2.95%,14.31,14.31,13.78,200490,09/10/20
GLUU,"Glu Mobile Inc",7.1,-0.11,-1.53%,7.29,7.61,7.03,3622995,09/10/20
GLW,"Corning Inc",31.88,-1.19,-3.60%,33.2,33.47,31.82,7342254,09/10/20
GLYC,"Glycomimetics Inc",3.4,-0.04,-1.16%,3.47,3.55,3.39,95673,09/10/20
GM,"General Motors Company",30.17,-1.78,-5.57%,31.82,31.88,30.14,24716629,09/10/20
GME,"Gamestop Corp",6.23,-1.12,-15.24%,6.65,6.95,6.19,15527385,09/10/20
GMED,"Globus Medical Inc",55.4,-1.04,-1.84%,56.48,56.84,55.14,683809,09/10/20
GMRE,"Global Medical REIT Inc",13.36,-0.19,-1.40%,13.64,13.76,13.36,229087,09/10/20
GMS,"Gms Inc",23.26,-0.18,-0.77%,23.59,23.66,23.06,229716,09/10/20
GNK,"Genco Shipping & Trading Ltd",6.66,0.15,+2.30%,6.57,6.81,6.51,95996,09/10/20
GNL,"Global Net Lease Inc",17.39,-0.19,-1.08%,17.58,17.66,17.38,246943,09/10/20
GNMK,"Genmark Diagnostics",11.91,0.34,+2.94%,11.53,12.11,11.46,981405,09/10/20
GNRC,"Generac Holdings Inc",180.03,-3.92,-2.13%,184.45,185.5,179.46,446381,09/10/20
GNTX,"Gentex Corp",26.35,-0.35,-1.31%,26.9,27.05,26.28,1377913,09/10/20
GNTY,"Guaranty Bancshares Inc",24.76,0.32,+1.31%,24.35,24.89,23.82,20917,09/10/20
GNW,"Genworth Financial Inc",3.53,-0.03,-0.84%,3.55,3.7,3.51,5639792,09/10/20
GO,"Grocery Outlet Holding Corp",38.22,-1.16,-2.95%,39.26,39.47,37.92,1080577,09/10/20
GOGO,"Gogo Inc",9.68,0.22,+2.33%,9.5,10.37,9.48,7398439,09/10/20
GOLF,"Acushnet Holdings Corp",34.19,-0.32,-0.93%,34.83,34.89,34.13,200913,09/10/20
GOOD,"Gladstone Comml",18.42,-0.05,-0.27%,18.58,18.72,18.23,194480,09/10/20
GOOG,"Alphabet Cl C",1532.02,-24.94,-1.60%,1560.64,1584.08,1525.81,1610764,09/10/20
GOOGL,"Alphabet Cl A",1526.05,-21.18,-1.37%,1550.18,1573.66,1520,1647684,09/10/20
GORO,"Gold Resource Corp",3.92,-0.05,-1.26%,3.97,4.03,3.92,753290,09/10/20
GOSS,"Gossamer Bio Inc",13.45,-0.26,-1.90%,13.74,14.09,13.44,212680,09/10/20
GPC,"Genuine Parts Company",98.77,-0.9,-0.90%,99.98,100.39,98.07,1150194,09/10/20
GPI,"Group 1 Automotive",89.94,-1.56,-1.70%,92.35,93.13,89.57,113143,09/10/20
GPK,"Graphic Packaging Holding Company",13.85,-0.25,-1.77%,14.09,14.2,13.79,2975679,09/10/20
GPMT,"Granite Point Mortgage Trust Inc",6.18,-0.12,-1.90%,6.26,6.32,6.16,748013,09/10/20
GPN,"Global Payments Inc",168.19,-0.96,-0.57%,169.95,173.96,167.81,1297749,09/10/20
GPOR,"Gulfport Energy Corp",0.6332,0.0398,+6.71%,0.6,0.645,0.561,3846171,09/10/20
GPRE,"Green Plains Inc",13.57,-0.21,-1.52%,13.75,13.9,13.43,318418,09/10/20
GPRO,"Gopro Inc Cl A",3.79,-0.21,-5.25%,3.98,4,3.77,2357970,09/10/20
GPS,"Gap Inc",16.99,-0.48,-2.75%,17.63,18,16.92,10746394,09/10/20
GPX,"Gp Strategies Corp",9.3,-0.2,-2.11%,9.66,9.67,9.25,29393,09/10/20
GRA,"W.R. Grace & Company",42.71,0.01,+0.02%,42.83,43.17,42.36,467283,09/10/20
GRBK,"Green Brick Partners",15.57,-0.03,-0.19%,15.61,16.08,15.53,352826,09/10/20
GRC,"Gorman-Rupp Company",31.4,-0.41,-1.29%,32.08,32.08,31.32,50990,09/10/20
GRIF,"Griffin Industrial",54.7,1.45,+2.72%,53,54.7,53,4608,09/10/20
GRMN,"Garmin Ltd",99.4,-1.74,-1.72%,102.1,102.35,98.92,807150,09/10/20
GRPN,"Groupon Cl A",33.18,-1.23,-3.57%,33.96,35.31,33.04,1599070,09/10/20
GRTS,"Gritstone Oncology Inc",3.07,-0.08,-2.54%,3.12,3.38,2.99,1144472,09/10/20
GRUB,"Grubhub Inc",69.06,-0.7,-1.00%,70,70.2,68.86,1478565,09/10/20
GRWG,"Growgeneration Corp",14.16,-0.45,-3.11%,15.05,15.25,14.01,2358457,09/10/20
GS,"Goldman Sachs Group",200.01,-2.21,-1.09%,203.73,205.35,199.55,2485688,09/10/20
GSBC,"Great Southern Bncp",37.59,-0.45,-1.18%,38.36,38.36,37.55,47358,09/10/20
GSHD,"Goosehead Insurance Inc Cl A",98.78,-0.92,-0.92%,99.21,101.33,97.89,166866,09/10/20
GSKY,"Greensky Inc Cl A",4.03,-0.07,-1.71%,4.1,4.23,4.03,578832,09/10/20
GT,"Goodyear Tire Rubber",9.42,-0.08,-0.84%,9.56,9.72,9.39,2646694,09/10/20
GTES,"Gates Industrial Corp Plc",11.01,-0.36,-3.17%,11.44,11.44,10.99,273331,09/10/20
GTHX,"G1 Therapeutics Inc",15.67,-1.02,-6.11%,16.6,16.73,15.55,459978,09/10/20
GTLS,"Chart Industries IN",69.78,1.32,+1.93%,68.95,70.83,68.14,412548,09/10/20
GTN,"Gray Television",14.51,-0.39,-2.62%,14.94,15.32,14.5,861322,09/10/20
GTS,"Triple-S Management Corp",18.97,0.16,+0.85%,18.78,19.12,18.58,113557,09/10/20
GTT,"Global Telcom & Technology Inc",5.84,-0.16,-2.67%,6.09,6.4,5.63,944069,09/10/20
GTY,"Getty Realty Corp",28.4,-0.66,-2.27%,29.01,29.15,28.17,354294,09/10/20
GTYH,"Gty Technology Holdings Inc",2.69,-0.15,-5.28%,2.84,2.85,2.68,40433,09/10/20
GVA,"Granite Construction Inc",17.35,-0.61,-3.40%,18.06,18.06,17.32,445461,09/10/20
GWB,"Great Western Bancorp Inc",12.94,-0.26,-1.97%,13.3,13.36,12.79,311872,09/10/20
GWRE,"Guidewire Software Inc",108.9,-2.86,-2.56%,112.7,113.59,108.79,354177,09/10/20
GWRS,"Global Water Reso",11.08,-0.22,-1.95%,11.3,11.3,11.03,12906,09/10/20
GWW,"W.W. Grainger",351.32,-9.96,-2.76%,360.25,360.25,350.46,229652,09/10/20
H,"Hyatt Hotels Corp",56.63,-0.62,-1.08%,57.38,59.13,56.43,570284,09/10/20
HA,"Hawaiian Hlds Inc",13.77,0.23,+1.70%,13.67,14.05,13.57,782851,09/10/20
HAE,"Haemonetics Corp",92.96,-0.62,-0.66%,93.94,94.79,92.46,559694,09/10/20
HAFC,"Hanmi Financial Cp",8.98,-0.11,-1.21%,9.13,9.23,8.96,139968,09/10/20
HAIN,"Hain Celestial Group",32.64,-0.42,-1.27%,33.18,33.28,32.64,738709,09/10/20
HAL,"Halliburton Company",14.28,-0.78,-5.18%,15.05,15.17,14.19,15574783,09/10/20
HALO,"Halozyme Therapeutic",26.95,-1.09,-3.89%,28.06,28.45,26.91,849734,09/10/20
HAS,"Hasbro Inc",78.57,0.2,+0.26%,79.05,80,78.2,1098484,09/10/20
HASI,"Hannon Armstrong Sustainable IN",41.13,-0.78,-1.86%,42.15,42.85,40.71,743368,09/10/20
HAYN,"Haynes Intl Inc",18.3,-0.13,-0.71%,18.6,18.72,18.25,68924,09/10/20
HBAN,"Huntington Bcshs",9.58,-0.21,-2.15%,9.89,9.99,9.57,7318873,09/10/20
HBB,"Hamilton Beach Brands Holding Company Cl A",20.97,0.02,+0.10%,20.76,21.1,20.51,38990,09/10/20
HBCP,"Home Bancorp Inc",25.75,-0.25,-0.96%,25.86,25.95,25.75,13033,09/10/20
HBI,"Hanesbrands Inc",15.28,-0.1,-0.65%,15.52,15.65,15.22,2628748,09/10/20
HBMD,"Howard Bancorp MD",9.83,0.03,+0.31%,9.78,9.85,9.7,23077,09/10/20
HBNC,"Horizon Bancorp",10.7,-0.11,-1.02%,10.9,10.99,10.63,120330,09/10/20
HBT,"Hbt Financial Inc",12.09,-0.06,-0.49%,12.18,12.18,12.06,43236,09/10/20
HCA,"Hca Holdings Inc",134.67,0.86,+0.64%,134.81,136.45,134.1,2093108,09/10/20
HCAT,"Health Catalyst Inc",33.95,1.13,+3.44%,32.76,34.66,32.4,1179214,09/10/20
HCC,"Warrior Met Coal Inc",16.61,0.32,+1.96%,16.28,16.98,16.28,614595,09/10/20
HCCI,Heritage-Crystal,15.35,0.04,+0.26%,15.32,15.59,15.26,25064,09/10/20
HCI,"Homeowners Choice",54.62,-1,-1.80%,55.58,55.58,54.52,30069,09/10/20
HCKT,"Hackett Grp Inc",11.38,-0.34,-2.90%,11.75,11.89,11.38,152620,09/10/20
HCSG,"Healthcare Svcs Gp",20.2,-0.42,-2.04%,20.64,20.88,20.19,458347,09/10/20
HD,"Home Depot",272.7,-4.34,-1.57%,278.01,280.98,271.17,3150932,09/10/20
