Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
RUTH,"Ruth's Hospitality",11.37,-0.15,-1.30%,11.56,11.96,11.32,948973,09/10/20
RVI,"Retail Value Inc",12.4,-0.01,-0.08%,12.41,12.47,12.18,54198,09/10/20
RVMD,"Revolution Medicines Inc",27.93,-0.47,-1.65%,27.59,29.73,27.4,462458,09/10/20
RVNC,"Revance Therapeutics",27.78,-1.03,-3.58%,28.75,28.9,27.65,908606,09/10/20
RVSB,"Riverview Bancorp",4.13,0.02,+0.49%,4.12,4.16,4.1,50875,09/10/20
RWT,"Redwood Trust",7.21,-0.14,-1.90%,7.35,7.41,7.21,1018666,09/10/20
RXN,"Rexnord Corp",29.7,-0.3,-1.00%,30.06,30.3,29.51,774678,09/10/20
RYAM,"Rayonier Advanced Materials Inc",3.66,0.18,+5.17%,3.5,3.7,3.5,519371,09/10/20
RYI,"Ryerson Holding Corp",5.51,-0.18,-3.16%,5.68,5.8,5.41,167308,09/10/20
RYN,"Rayonier Inc REIT",27.76,-0.89,-3.11%,28.5,28.55,27.71,473431,09/10/20
RYTM,"Rhythm Pharmaceuticals Inc",30.37,0.22,+0.73%,30.25,30.75,29.95,290020,09/10/20
SABR,"Sabre Corp",7.35,-0.16,-2.13%,7.54,7.89,7.33,7796923,09/10/20
SAFE,"Safehold Inc",57.19,-2.2,-3.70%,59.05,59.75,56.99,188428,09/10/20
SAFM,"Sanderson Farms IN",126.75,5.13,+4.22%,124.6,129.22,124.01,271790,09/10/20
SAFT,"Safety Ins Group Inc",69.44,-0.87,-1.24%,70.63,70.78,69.29,74625,09/10/20
SAGE,"Sage Therapeutic Com",54.25,2.65,+5.14%,52.39,57.98,51.51,1694499,09/10/20
SAH,"Sonic Automotive",42.26,-2.19,-4.93%,44.81,45.72,42.13,251438,09/10/20
SAIA,"Saia Inc",131.87,-3.35,-2.48%,134.95,135.98,131.72,127472,09/10/20
SAIC,"Science Applications International",76.92,-2.08,-2.63%,79.33,79.79,76.57,561915,09/10/20
SAIL,"Sailpoint Technologies Holdings Inc",37.78,-0.42,-1.10%,38.47,39.5,37.51,707340,09/10/20
SALT,"Scorpio Bulkers Inc",12.79,0.27,+2.16%,12.57,13,12.55,232923,09/10/20
SAM,"Boston Beer Company",831.18,30.06,+3.75%,810,849.5,801,251142,09/10/20
SAMG,"Silvercrest Ast Cm A",11.39,-0.61,-5.08%,12,12.19,11.39,30481,09/10/20
SANM,"Sanmina Corp",26.31,-0.43,-1.61%,26.8,27.27,26.3,459294,09/10/20
SASR,"Sandy Spring Bancorp",22.98,-0.48,-2.05%,23.73,23.73,22.93,105732,09/10/20
SATS,"Echostar Corp",27.28,-0.75,-2.68%,28.24,28.73,27.12,345851,09/10/20
SAVE,"Spirit Airlines Inc",17.48,-0.06,-0.34%,17.59,18.05,17.39,7895498,09/10/20
SB,"Safe Bulkers Inc",1.02,0,0.00%,1.02,1.055,0.9907,199467,09/10/20
SBAC,"SBA Communications",303.38,-9.98,-3.18%,312.58,312.58,303.26,560644,09/10/20
SBCF,"Seacoast Banking Cp",18.88,-0.68,-3.48%,19.55,19.89,18.86,139854,09/10/20
SBGI,"Sinclair Brdcst A",20.09,-0.68,-3.27%,21.01,21.17,19.86,871053,09/10/20
SBH,"Sally Beauty Holdings",11.43,-0.19,-1.64%,11.75,11.82,11.39,1430179,09/10/20
SBNY,"Signature Bank",92.15,-3.26,-3.42%,95.8,96.42,92.06,530005,09/10/20
SBRA,"Sabra REIT",15.37,-0.1,-0.65%,15.47,15.62,15.32,854335,09/10/20
SBSI,"Southside Bancshares",26.31,-0.32,-1.20%,26.66,26.95,26.12,75775,09/10/20
SBT,"Sterling Bancorp Inc [Southfield Mi]",3.05,-0.03,-0.97%,3.11,3.13,3.04,53316,09/10/20
SBUX,"Starbucks Corp",84.88,-0.98,-1.14%,85.8,87.07,84.53,7500224,09/10/20
SC,"Santander Consumer USA Holdings",17.18,-0.23,-1.32%,17.46,17.82,17.12,550939,09/10/20
SCCO,"Southern Peru Copper Corp",45.48,-1.39,-2.97%,46.76,47.01,45.37,843621,09/10/20
SCHL,"Scholastic Cp",22.9,0.66,+2.97%,22.35,23.04,22.25,257317,09/10/20
SCHN,"Schnitzer Steel A",20.01,0.34,+1.73%,19.99,20.25,19.86,344631,09/10/20
SCHW,"The Charles Schwab Corp",34.66,-0.37,-1.06%,35.2,35.38,34.52,5669572,09/10/20
SCI,"Service Corp International",43.34,-1.28,-2.87%,44.81,45.18,43.27,1065478,09/10/20
SCL,"Stepan Company",116.88,-0.49,-0.42%,117.27,118.19,116.46,49150,09/10/20
SCOR,"Comscore Inc",2.29,0.09,+4.09%,2.26,2.35,2.24,358070,09/10/20
SCS,"Steelcase Inc",9.65,-0.19,-1.93%,9.86,9.94,9.55,594865,09/10/20
SCSC,"Scansource Inc",18.34,-0.94,-4.88%,19.35,19.43,18.32,133508,09/10/20
SCU,"Sculptor Capital Management Inc",11.88,-0.13,-1.08%,12.03,12.1,11.77,77436,09/10/20
SCVL,"Shoe Carnival Inc",36.98,0.44,+1.20%,37.05,38.06,36.81,323838,09/10/20
SCWX,"Secureworks Corp CS",12.06,-0.43,-3.44%,12.16,12.89,12.01,239379,09/10/20
SDGR,"Schrodinger Inc",53.71,-0.26,-0.48%,54,58.79,53.49,882878,09/10/20
SEAC,"Sea Change Intl IN",1.03,-0.06,-5.50%,1.11,1.12,1.01,550915,09/10/20
SEAS,"Seaworld Entertainment Inc Company",21.1,-0.48,-2.22%,21.63,22.36,21.02,1387296,09/10/20
SEB,"Seaboard Corp",2860,-36.92,-1.27%,2866.7,2926.5,2800.02,934,09/10/20
SEDG,"Solaredge Tech",187,-6.56,-3.39%,195.61,198.46,185.18,736853,09/10/20
SEE,"Sealed Air Corp",38.84,-0.4,-1.02%,39.29,39.69,38.75,767521,09/10/20
SEIC,"Sei Investments Company",50.06,-1.04,-2.04%,50.98,51.24,49.9,475058,09/10/20
SEM,"Select Medical Holdings Corp",19.79,-0.12,-0.60%,20.15,20.16,19.74,450322,09/10/20
SENEA,"Seneca Foods Cp A",38.04,-0.9,-2.31%,39.3,39.3,38.04,45666,09/10/20
SERV,"Servicemaster Global Holdings",39.86,-1.09,-2.66%,40.79,41.33,39.82,543121,09/10/20
SF,"Stifel Financial Corp",52.3,0.31,+0.60%,52.35,52.63,51.76,1389973,09/10/20
SFBS,"Servisfirst Bancs",35.65,-0.59,-1.63%,36.57,36.58,35.55,178321,09/10/20
SFE,"Safeguard Scientifics",5.75,-0.12,-2.04%,5.88,5.91,5.75,34530,09/10/20
SFIX,"Stitch Fix Inc",27.95,-0.82,-2.85%,28.72,29.52,27.66,2679359,09/10/20
SFL,"Ship Finance International",8.97,0.07,+0.79%,9.01,9.02,8.89,411992,09/10/20
SFM,"Sprouts Farmers Mark",21.38,-0.8,-3.61%,22.24,22.37,21.31,1906887,09/10/20
SFNC,"Simmons First Natl",16.4,-0.32,-1.91%,16.77,16.86,16.4,322840,09/10/20
SFST,"Southern First Bancs",24.8,-0.23,-0.92%,25.13,25.13,24.57,12109,09/10/20
SGA,"Saga Communications",22.52,-0.59,-2.55%,23.11,23.48,22.49,12537,09/10/20
SGC,"Superior Uniform Group",23.31,-0.26,-1.10%,23.58,23.9,23.11,37510,09/10/20
SGEN,"Seattle Genetics Inc",145.95,-2.43,-1.64%,146.8,149.22,144.84,882763,09/10/20
SGH,"Smart Global Holdings Inc",23.82,-0.58,-2.38%,24.55,24.7,23.74,118176,09/10/20
SGMO,"Sangamo Therapeutics",10.17,-0.26,-2.49%,10.49,10.72,10,1396800,09/10/20
SGMS,"Scientific Games",19.23,0.06,+0.31%,19.51,20.31,19.2,657804,09/10/20
SGRY,"Surgery Partners CS",21.42,0.93,+4.54%,20.55,22.19,20.01,486737,09/10/20
SHAK,"Shake Shack Inc",68.37,0.66,+0.97%,68.16,72.37,68.11,2533675,09/10/20
SHBI,"Shore Bancshares Inc",10.42,0.1,+0.97%,10.3,10.46,10.25,105072,09/10/20
SHEN,"Shenandoah Telecom",54,-0.99,-1.80%,54.99,55.82,53.76,127149,09/10/20
SHO,"Sunstone Hotel Investors",8,-0.13,-1.60%,8.19,8.25,7.99,1579774,09/10/20
SHOO,"Steven Maddens Ltd",20.27,-0.26,-1.27%,20.58,20.87,20.13,803016,09/10/20
SHW,"Sherwin-Williams Company",702.66,8.23,+1.19%,696.91,709.34,693,835228,09/10/20
SHYF,"The Shyft Group Inc.",19.51,-0.14,-0.71%,19.89,20.09,19.5,165572,09/10/20
SI,"Silvergate Capital Corporation Cl A",14.56,-0.06,-0.41%,14.79,14.79,14.26,72990,09/10/20
SIBN,"Si-Bone Inc",21.72,-0.03,-0.14%,21.88,22.32,21.59,169766,09/10/20
SIEB,"Siebert Fin Cp",3.53,-0.06,-1.67%,3.6,3.6,3.46,11478,09/10/20
SIEN,"Sientra Inc",3.5,-0.03,-0.85%,3.52,3.61,3.47,439847,09/10/20
SIG,"Signet Jewelers Ltd",17.65,-0.34,-1.89%,18.05,18.44,17.53,970782,09/10/20
SIGA,"Siga Technologies Inc",6.44,-0.06,-0.92%,6.5,6.7,6.43,238980,09/10/20
SIGI,"Selective Ins Group",56.21,-2.41,-4.11%,58.99,60.68,56.07,318726,09/10/20
SILK,"Silk Road Medical Inc",61.32,0.97,+1.61%,60.35,64.1,60.12,420015,09/10/20
SIRI,"Sirius XM Holdings",5.58,-0.13,-2.28%,5.69,5.77,5.53,30966461,09/10/20
SITC,"Site Centers Corp",7.76,-0.12,-1.52%,7.92,7.99,7.75,1000496,09/10/20
SITE,"Siteone Landscape Supply",113.85,-4.33,-3.66%,118.81,119.18,113.2,315513,09/10/20
SITM,"Sitime Corp",65.88,-2.55,-3.73%,68.97,69.99,65.22,143022,09/10/20
SIVB,"Svb Financial Group",248.33,-7.9,-3.08%,259.09,261.94,247.78,473246,09/10/20
SIX,"Six Flags Entertainment Corp",22.33,-0.99,-4.25%,23.43,24.5,22.32,4819827,09/10/20
SJI,"South Jersey Industries",20.39,-0.72,-3.41%,21.05,21.05,20.23,937055,09/10/20
SJM,"J.M. Smucker Company",113.08,-2.68,-2.32%,114.88,115.07,112.43,966126,09/10/20
SJW,"SJW Corp",60.17,-0.91,-1.49%,60.91,60.99,60.01,97836,09/10/20
SKT,"Tanger Factory Outlet Centers",5.56,-0.17,-2.97%,5.69,5.76,5.55,1951248,09/10/20
SKX,"Skechers U.S.A.",29.92,0.67,+2.29%,29.62,30.44,29.3,1231432,09/10/20
SKY,"Skyline Corp",26.5,0.26,+0.99%,26.32,26.87,26.29,314428,09/10/20
SKYW,"Skywest Inc",33.6,-0.31,-0.91%,34.23,34.85,33.39,338789,09/10/20
SLAB,"Silicon Labs Inc",95.64,-2.51,-2.56%,99.38,99.62,95.42,171105,09/10/20
SLB,"Schlumberger N.V.",17.71,-0.9,-4.84%,18.65,18.65,17.64,16182431,09/10/20
SLCA,"U.S. Silica Holdings Inc",3.7,-0.19,-4.88%,3.88,3.9,3.61,779469,09/10/20
SLCT,"Select Bancorp Inc",7.41,-0.09,-1.20%,7.62,7.62,7.4,11175,09/10/20
SLDB,"Solid Biosciences Inc",2.27,0.02,+0.89%,2.25,2.34,2.22,126376,09/10/20
SLG,"SL Green Realty Corp",45.05,-2.28,-4.82%,47.25,47.53,44.92,1836068,09/10/20
SLGN,"Silgan Holdings",36.76,-0.41,-1.10%,37.12,37.27,36.74,335160,09/10/20
SLM,"SLM Corp",7.47,-0.1,-1.32%,7.57,7.66,7.41,5826192,09/10/20
SLP,"Simulations Plus Inc",66.14,-1.13,-1.68%,67.57,69.48,66,241315,09/10/20
SM,"Sm Energy Company",1.82,-0.28,-13.33%,2.11,2.12,1.81,7777264,09/10/20
SMAR,"Smartsheet Inc Cl A",46.39,-1.76,-3.66%,48.5,49.53,46.28,1210765,09/10/20
SMBC,"Southern MO Bancorp",23.27,-0.84,-3.48%,24.29,24.29,23.27,11659,09/10/20
SMBK,"Smartfinancial Inc",13.47,-0.1,-0.74%,14.06,14.06,13.29,22955,09/10/20
SMCI,"Super Micro Computer",25.44,-0.73,-2.79%,26.3,26.33,25.36,264380,09/10/20
SMG,"Scotts Miracle-Gro Company",161.45,-0.61,-0.38%,163,163.92,160.5,330097,09/10/20
SMMF,"Summit Financial Gp",15.57,-0.24,-1.52%,16.33,16.33,15.57,6280,09/10/20
SMP,"Standard Motor Products",46.79,-0.46,-0.97%,47.49,47.63,46.73,121950,09/10/20
SMPL,"The Simply Good Foods Company",22.75,-0.7,-2.99%,23.54,23.57,22.56,545245,09/10/20
SMTC,"Semtech Corp",54.97,-1.19,-2.12%,56.59,56.88,54.6,539420,09/10/20
SNA,"Snap-On Inc",147.71,-2.74,-1.82%,150.37,151.66,147.24,212279,09/10/20
SNBR,"Sleep Number Corp",44.22,1.39,+3.25%,43.5,45.45,43.5,348006,09/10/20
SNCR,"Synchronoss Technolo",3.94,0.07,+1.81%,3.87,4,3.83,219506,09/10/20
SNDR,"Schneider National Inc",26.84,-0.92,-3.31%,27.73,27.91,26.77,716901,09/10/20
SNDX,"Syndax Pharma",16.09,0.15,+0.94%,16,16.6,16,283885,09/10/20
SNEX,"Stonex Group Inc.",52.82,-0.38,-0.71%,53.32,53.32,52.38,43734,09/10/20
SNPS,"Synopsys Inc",203.28,-2.05,-1.00%,205.84,209.11,202.13,715099,09/10/20
SNR,"New Senior Investment Group Inc",4.15,-0.02,-0.48%,4.15,4.25,4.11,380762,09/10/20
SNV,"Synovus Financial Corp",21.66,-0.31,-1.41%,22.15,22.35,21.65,1309335,09/10/20
SNX,"Synnex Corp",123.96,-1.25,-1.00%,125.69,127.45,123.9,246309,09/10/20
SO,"Southern Company",51.56,-1.29,-2.44%,52.06,52.11,51.4,6221043,09/10/20
SOI,"Solaris Oilfield Infrastructure Inc Cl A",6.91,-0.33,-4.56%,7.24,7.26,6.9,270931,09/10/20
SON,"Sonoco Products Company",53.14,-0.42,-0.78%,53.59,54.18,53.14,341689,09/10/20
SONA,"Southern National Bk",8.96,-0.02,-0.22%,9.01,9.07,8.9,43389,09/10/20
SONO,"Sonos Inc",12.76,-0.35,-2.67%,13.18,13.36,12.63,3451247,09/10/20
SP,"SP Plus Corp",19.06,0.25,+1.33%,18.96,19.17,18.85,99096,09/10/20
SPB,"Spectrum Brands Holdings Inc",59.56,-1.23,-2.02%,60.79,62.07,59.54,365810,09/10/20
SPCE,"Virgin Galactic Holdings Inc",17.45,-0.26,-1.47%,17.84,18.46,17.29,12657965,09/10/20
SPFI,"South Plains Financial Inc",14.82,-0.13,-0.87%,14.85,15,14.72,21469,09/10/20
SPG,"Simon Property Group",66.19,-2.67,-3.88%,68.59,69.82,66,4577225,09/10/20
SPGI,"S&P Global Inc",344.48,-7.3,-2.08%,351.58,354.68,342.53,669392,09/10/20
SPKE,"Spark Energy",8.23,-0.11,-1.32%,8.42,8.43,8.19,199354,09/10/20
SPLK,"Splunk Inc",192.83,-3.72,-1.89%,198.12,201.67,191.4,1041797,09/10/20
SPNE,"Seaspine Holdings",12.5,-0.34,-2.65%,12.93,13.04,12.47,90217,09/10/20
SPNS,"Sapiens Intl Cp NV",30.65,-0.12,-0.39%,30.32,31.16,30.31,264907,09/10/20
SPOK,"Spok Holdings Inc",10.03,0.02,+0.20%,10.01,10.14,9.91,42931,09/10/20
SPOT,"Spotify Technology S.A.",247.78,2.85,+1.16%,260.03,265.89,247.35,3018963,09/10/20
SPPI,"Spectrum Pharma Inc",3.95,-0.11,-2.71%,4.1,4.12,3.92,1890858,09/10/20
SPR,"Spirit Aerosystems Holdings",19.03,-0.38,-1.96%,19.57,20.01,19.02,5452729,09/10/20
SPRO,"Spero Therapeutics Inc",11.12,-1.68,-13.09%,12.3,12.38,10,1223964,09/10/20
SPSC,"Sps Commerce Inc",74.8,-1.1,-1.45%,76.38,77.39,74.73,137637,09/10/20
SPT,"Sprout Social Inc Cl A",33.06,-0.62,-1.84%,34.07,34.47,32.88,369672,09/10/20
SPTN,"Spartannash Company",17.06,-0.92,-5.12%,17.73,18.03,17.06,553389,09/10/20
SPWH,"Sportsman's Wareh",13.66,0.1,+0.77%,13.68,14.33,13.63,1142392,09/10/20
SPWR,"Sunpower Corp",10.66,-1.07,-9.12%,11.79,11.89,10.47,7352901,09/10/20
SPXC,"SPX Corp",40,-0.59,-1.45%,40.56,40.65,39.74,167098,09/10/20
SQ,Square,141.07,-3.14,-2.18%,147.02,148.54,139.82,6684521,09/10/20
SR,"Spire Inc",54.12,-1.43,-2.57%,55,55.33,53.57,292786,09/10/20
SRC,"Spirit Realty Capital Inc",36.38,-0.21,-0.57%,36.46,36.94,36.28,580046,09/10/20
SRCE,"1st Source Corp",32.99,-0.52,-1.55%,33.61,33.61,32.86,36736,09/10/20
SRCL,"Stericycle Inc",61.48,-0.44,-0.71%,62.2,62.35,61.26,266387,09/10/20
SRDX,"Surmodics Inc",39.86,-1.6,-3.86%,42.09,42.85,39.86,40687,09/10/20
SRE,"Sempra Energy",118.12,-2.83,-2.34%,120.69,120.69,117.96,1057918,09/10/20
SRG,"Seritage Growth Properties",15.12,-0.26,-1.69%,15.39,15.73,15.05,455218,09/10/20
SRGA,"Surgalign Hldg Inc.",1.97,-0.13,-6.19%,2.08,2.09,1.95,192393,09/10/20
SRI,"Stoneridge Inc",19.79,0.12,+0.61%,19.76,19.98,19.64,207513,09/10/20
SRNE,"Sorrento Therpt",6.17,-0.24,-3.74%,6.42,6.52,6.14,11473630,09/10/20
SRPT,"Sarepta Therapeutics",127.12,-3.37,-2.58%,126.68,132,125.5,1476248,09/10/20
SRRK,"Scholar Rock Holding Corp",15.27,0.37,+2.48%,14.89,15.42,14.65,128471,09/10/20
SSB,"South State Cp",51.93,-1.05,-1.98%,53.36,53.45,51.92,257411,09/10/20
SSD,"Simpson Manufacturing Company",98.85,0.21,+0.21%,99.09,99.52,98.28,169568,09/10/20
SSNC,"SS&C Technologies",59.47,-0.7,-1.16%,60.37,60.7,58.9,1407644,09/10/20
SSP,"E.W. Scripps Company",11.15,-0.42,-3.63%,11.68,12.05,11.09,149039,09/10/20
SSTI,"Shotspotter Inc",29.61,0.93,+3.24%,28.79,29.93,28.79,64938,09/10/20
SSTK,"Shutterstock Inc",48.51,-0.54,-1.10%,49.49,50.13,48.5,279063,09/10/20
ST,"Sensata Technologies Holding N.V.",42.18,-0.91,-2.11%,43.69,43.86,42.16,921346,09/10/20
STAA,"Staar Surgical Company",51.77,-0.35,-0.67%,52.15,54.16,51.76,395973,09/10/20
STAG,"STI Inc",31.82,-0.62,-1.91%,32.38,32.43,31.8,499149,09/10/20
STAR,"Istar Financial Inc",12.09,-0.25,-2.03%,12.4,12.44,12.07,360279,09/10/20
STAY,"Extended Stay America Inc",12.31,0.05,+0.41%,12.3,12.53,12.24,839261,09/10/20
STBA,"S&T Bancorp Inc",19.4,-0.5,-2.51%,19.93,20,19.36,153766,09/10/20
STC,"Stewart Information Services Corp",44.61,-0.61,-1.35%,45.46,46,44.6,250845,09/10/20
STE,"Steris Corp",162.09,-0.93,-0.57%,163.6,165.32,161.25,602172,09/10/20
STFC,"State Auto Finl Corp",14.88,-0.29,-1.91%,15.26,15.3,14.71,44554,09/10/20
STL,"Sterling Bancorp",10.79,-0.29,-2.62%,11.15,11.35,10.78,2966957,09/10/20
STLD,"Steel Dynamics Inc",29.06,-0.28,-0.95%,29.61,29.61,28.82,1456009,09/10/20
STMP,"Stamps.com Inc",216.11,-4.07,-1.85%,221.61,225.51,215.76,241417,09/10/20
STNE,"Stoneco Ltd Cl A",51.04,0.38,+0.75%,51.14,53.08,50.97,2747109,09/10/20
STNG,"Scorpio Tankers Inc",12.81,0.13,+1.03%,12.51,12.98,12.43,1125909,09/10/20
STOK,"Stoke Therapeutics Inc",31.93,0.14,+0.44%,31.8,32.94,31.58,52958,09/10/20
STOR,"Store Capital Corpstore Capital",28.26,-0.09,-0.32%,28.21,28.8,28.08,2557867,09/10/20
STRA,"Strayer Education",90.24,-2.45,-2.64%,93.64,95.29,89.86,335569,09/10/20
STRL,"Sterling Constructio",13.56,-0.54,-3.83%,14.12,14.13,13.52,161318,09/10/20
STRS,"Stratus Pptys Inc",20.62,-0.17,-0.82%,20.3,21,20.16,5665,09/10/20
STT,"State Street Corp",64.23,-1.56,-2.37%,66.14,66.2,64.05,2635251,09/10/20
STWD,"Starwood Property Trust",15.68,-0.01,-0.06%,15.72,15.98,15.68,1943219,09/10/20
STXB,"Spirit of Texas Bancshares Inc",11.95,-0.06,-0.50%,12.05,12.16,11.52,79538,09/10/20
STZ,"Constellation Brands Inc",188.73,-1.2,-0.63%,189.73,191.11,188.09,884851,09/10/20
SUI,"Sun Communities",142.7,-1.04,-0.72%,143.41,143.9,141.17,591350,09/10/20
SUM,"Summit Materials Inc",15.85,0.59,+3.87%,15.23,16.13,15.22,1516154,09/10/20
SUPN,"Supernus Pharm",21.55,0.43,+2.04%,21.2,22.16,21.14,503117,09/10/20
SVC,"Service Properties Trust",8.38,-0.11,-1.35%,8.49,8.81,8.38,1168273,09/10/20
SVMK,"Svmk Inc",22.74,-0.34,-1.47%,23.16,23.82,22.63,675099,09/10/20
SVRA,"Savara Inc",1.35,0.02,+1.50%,1.28,1.45,1.28,211698,09/10/20
SWAV,"Shockwave Medical Inc",65.71,1.01,+1.56%,65.2,67.45,65.04,611331,09/10/20
SWBI,"Smith & Wesson Brands Inc.",17.08,0.09,+0.53%,17.16,17.84,16.91,2746048,09/10/20
SWCH,"Switch Inc",15.09,-0.41,-2.65%,15.59,15.67,15.01,1597604,09/10/20
SWI,"Solarwinds Corp",19.56,-0.1,-0.51%,19.79,20.47,19.52,576829,09/10/20
SWK,"Stanley Black & Decker Inc",157.24,-0.36,-0.23%,158.19,161.01,156.65,826099,09/10/20
SWKS,"Skyworks Solutions",135.23,-2.38,-1.73%,139.27,140.65,134.19,2163351,09/10/20
SWM,"Schweitzer-Mauduit International",29.13,-1.02,-3.38%,30.06,30.06,28.92,161575,09/10/20
SWN,"Southwestern Energy Company",2.41,-0.15,-5.86%,2.57,2.59,2.4,14220066,09/10/20
SWTX,"Springworks Therapeutics Inc",38.49,-5.56,-12.62%,44.3,45.44,36.71,438982,09/10/20
SWX,"Southwest Gas Corp",62.9,-0.54,-0.85%,63.26,63.8,62.13,385595,09/10/20
SXC,"Suncoke Energy Inc",3.33,-0.07,-2.06%,3.38,3.44,3.31,290839,09/10/20
SXI,"Standex International Corp",58.74,-0.26,-0.44%,58.74,59.52,58.74,96848,09/10/20
SXT,"Sensient Technologies Corp",56.26,-0.01,-0.02%,56.5,56.79,55.92,324032,09/10/20
SYBT,"Stock Yards Bancorp",41.67,-0.49,-1.16%,42.52,42.79,41.62,80623,09/10/20
SYF,"Synchrony Financial",25.4,-0.2,-0.78%,25.79,26.59,25.32,5687037,09/10/20
SYK,"Stryker Corp",201.78,-3.63,-1.77%,205.49,206.64,201.08,1112865,09/10/20
SYKE,"Sykes Enterprises",31.62,-0.23,-0.72%,31.94,33.88,31.57,209382,09/10/20
SYNA,"Synaptics Inc",80.03,-1.02,-1.26%,82.34,83.04,79.88,301283,09/10/20
SYNH,"Syneos Health Inc",60.01,0.24,+0.40%,59.92,61.43,59.92,424511,09/10/20
SYRS,"Syros Pharmaceuticals",8.79,-0.43,-4.66%,9.24,9.46,8.66,330551,09/10/20
SYX,"Systemax Inc",21.34,-0.15,-0.70%,21.53,21.66,21.21,61790,09/10/20
SYY,"Sysco Corp",61.78,0.36,+0.59%,61.87,63.1,61.39,3656824,09/10/20
T,"AT&T Inc",28.91,-0.46,-1.57%,29.38,29.38,28.9,47310945,09/10/20
TACO,"Del Taco Rest",8.47,0.01,+0.12%,8.53,8.74,8.44,275018,09/10/20
TALO,"Talos Energy Inc",5.83,-0.44,-7.02%,6.26,6.3,5.68,1170160,09/10/20
TAP,"Molson Coors Brewing Company",35.6,-1.92,-5.12%,37.77,37.77,35.46,3360754,09/10/20
TAST,"Carrols Rstrnt Group",7.08,0.11,+1.58%,7.01,7.32,7.01,404296,09/10/20
TBBK,"The Bancorp Inc",9.28,-0.23,-2.42%,9.5,9.61,9.23,317539,09/10/20
TBI,"Trueblue Inc",16.18,-0.11,-0.68%,16.28,16.49,16.17,275252,09/10/20
TBIO,"Translate Bio Inc",13.06,-0.12,-0.91%,13.25,13.9,13,855360,09/10/20
TBK,"Triumph Bancorp",29.25,0.43,+1.49%,29.09,29.41,28.8,97390,09/10/20
TBNK,"Territorial Bancorp",22.15,-0.04,-0.18%,22,22.41,21.74,14504,09/10/20
TBPH,"Theravance Bio Ord",16.96,-0.11,-0.64%,17.2,17.73,16.94,186230,09/10/20
TCBI,"Texas Capital Bncsh",31.48,0.45,+1.45%,31.31,31.53,30.42,513568,09/10/20
TCBK,"Trico Bancshares",26.29,-0.72,-2.67%,26.84,26.87,26.24,53525,09/10/20
TCDA,"Tricida Inc",11.71,0.39,+3.45%,11.32,11.98,11.3,470061,09/10/20
TCF,"TCF Financial Corp",25.63,-0.6,-2.29%,26.53,26.74,25.6,667122,09/10/20
TCFC,"The Community Fin Cp",21.8,-0.19,-0.86%,21.93,22.2,21.8,3502,09/10/20
TCMD,"Tactile Systems Technology Inc",35.12,-1.36,-3.73%,36.19,36.91,34.93,180253,09/10/20
TCO,"Taubman Centers",37.05,-1.18,-3.09%,38.09,38.25,37.02,858647,09/10/20
TCRR,"Tcr2 Therapeutics Inc",18,-0.77,-4.10%,18.9,19.08,17.95,142882,09/10/20
TCS,"The Container Store Group Inc",3.95,0.22,+5.90%,3.76,4,3.76,264695,09/10/20
TCX,"Tucows Inc Cl A",69.63,-0.51,-0.73%,70,70.5,69.15,42093,09/10/20
TDC,"Teradata Corp",22.68,0.07,+0.31%,22.84,23.12,22.65,1064291,09/10/20
TDG,"Transdigm Group Inc",499.47,-1.46,-0.29%,500.21,510.26,497.44,335398,09/10/20
TDOC,"Teladoc Health Inc",198.14,-2.63,-1.31%,202.22,206.97,196.56,2030792,09/10/20
TDS,"Telephone and Data Systems",21.76,-0.47,-2.11%,22.39,22.43,21.72,366902,09/10/20
TDW,"Tidewater Inc",6.72,0.01,+0.15%,6.71,6.98,6.64,88170,09/10/20
TDY,"Teledyne Technologies Inc",308,-4.47,-1.43%,314.39,315.21,306.45,270650,09/10/20
TEAM,"Atlassian Cls A Ord",169.72,-1.65,-0.96%,173.16,175.25,168.13,1162802,09/10/20
TECH,"Bio-Techne Cp",246.32,-3.71,-1.48%,249.9,253.04,246.09,100755,09/10/20
TELL,"Tellurian Inc",0.7459,-0.0652,-8.04%,0.8151,0.8283,0.7323,6519718,09/10/20
TEN,"Tenneco Automotive",8.08,-0.21,-2.53%,8.41,8.51,8.02,740899,09/10/20
TENB,"Tenable Holdings Inc",36.51,-0.06,-0.16%,37,37.96,36.43,738125,09/10/20
TER,"Teradyne Inc",75.44,-1.43,-1.86%,77.96,78.23,74.95,3236569,09/10/20
TEX,"Terex Corp",19.11,-0.71,-3.58%,19.85,19.92,18.9,592612,09/10/20
TFC,"Truist Financial Corp.",37.21,-0.62,-1.64%,38.01,38.46,37.17,4193292,09/10/20
TFSL,"Tfs Financial Corp",14.5,-0.23,-1.56%,14.7,14.82,14.47,228770,09/10/20
TFX,"Teleflex Inc",378.07,-11.4,-2.93%,390.29,391.13,377.35,210232,09/10/20
TG,"Tredegar Corp",16.08,-0.86,-5.08%,16.94,16.94,16.06,94402,09/10/20
TGH,"Textainer Group Holdings",12.12,0.05,+0.41%,12.1,12.4,12.1,160063,09/10/20
TGI,"Triumph Group",6.2,-0.35,-5.34%,6.56,6.68,6.19,2917353,09/10/20
TGNA,"Tegna Inc",11.99,-0.41,-3.31%,12.39,12.63,11.99,925421,09/10/20
